"title","start_time","end_time","description","exercise_title","superset_id","exercise_notes","set_index","set_type","weight_kg","reps","distance_km","duration_seconds","rpe"
"JEFIT Workout 2024-02-04","4 Feb 2024, 01:00","4 Feb 2024, 02:00","","Barbell Squat",,"",2,"normal",70,6,,,
"JEFIT Workout 2024-02-04","4 Feb 2024, 01:00","4 Feb 2024, 02:00","","Barbell Squat",,"",3,"normal",40,8,,,
"JEFIT Workout 2024-02-04","4 Feb 2024, 01:00","4 Feb 2024, 02:00","","Barbell Squat",,"",4,"normal",70,6,,,
"JEFIT Workout 2024-02-04","4 Feb 2024, 01:00","4 Feb 2024, 02:00","","Barbell Squat",,"",5,"normal",40,7,,,
"JEFIT Workout 2024-02-04","4 Feb 2024, 01:00","4 Feb 2024, 02:00","","Cable Bicep Curl",,"",0,"normal",43,6,,,
"JEFIT Workout 2024-02-04","4 Feb 2024, 01:00","4 Feb 2024, 02:00","","Cable Bicep Curl",,"",1,"normal",43,6,,,
"JEFIT Workout 2024-02-04","4 Feb 2024, 01:00","4 Feb 2024, 02:00","","Cable Bicep Curl",,"",2,"normal",43,6,,,
"JEFIT Workout 2024-02-04","4 Feb 2024, 01:00","4 Feb 2024, 02:00","","Cable Lat Pulldown (Wide Grip)",,"",0,"normal",50,8,,,
"JEFIT Workout 2024-02-04","4 Feb 2024, 01:00","4 Feb 2024, 02:00","","Cable Lat Pulldown (Wide Grip)",,"",1,"normal",50,8,,,
"JEFIT Workout 2024-02-04","4 Feb 2024, 01:00","4 Feb 2024, 02:00","","Cable Lat Pulldown (Wide Grip)",,"",2,"normal",50,8,,,
"JEFIT Workout 2024-02-04","4 Feb 2024, 01:00","4 Feb 2024, 02:00","","Cable Seated Row",,"",0,"normal",43,8,,,
"JEFIT Workout 2024-02-04","4 Feb 2024, 01:00","4 Feb 2024, 02:00","","Cable Seated Row",,"",1,"normal",50,8,,,
"JEFIT Workout 2024-02-04","4 Feb 2024, 01:00","4 Feb 2024, 02:00","","Cable Seated Row",,"",2,"normal",43,8,,,
"JEFIT Workout 2024-02-04","4 Feb 2024, 01:00","4 Feb 2024, 02:00","","Cable Seated Row",,"",3,"normal",50,8,,,
"JEFIT Workout 2024-02-04","4 Feb 2024, 01:00","4 Feb 2024, 02:00","","Cable Seated Row",,"",4,"normal",43,8,,,
"JEFIT Workout 2024-02-04","4 Feb 2024, 01:00","4 Feb 2024, 02:00","","Cable Seated Row",,"",5,"normal",50,8,,,
"JEFIT Workout 2024-02-04","4 Feb 2024, 01:00","4 Feb 2024, 02:00","","Cable Standing Biceps Curl",,"",0,"normal",30,10,,,
"JEFIT Workout 2024-02-04","4 Feb 2024, 01:00","4 Feb 2024, 02:00","","Cable Standing Biceps Curl",,"",1,"normal",36,8,,,
"JEFIT Workout 2024-02-04","4 Feb 2024, 01:00","4 Feb 2024, 02:00","","Cable Standing Biceps Curl",,"",2,"normal",36,6,,,
"JEFIT Workout 2024-02-04","4 Feb 2024, 01:00","4 Feb 2024, 02:00","","Cable Standing Reverse Curl",,"",0,"normal",30,8,,,
"JEFIT Workout 2024-02-04","4 Feb 2024, 01:00","4 Feb 2024, 02:00","","Cable Standing Reverse Curl",,"",1,"normal",50,7,,,
"JEFIT Workout 2024-02-04","4 Feb 2024, 01:00","4 Feb 2024, 02:00","","Cable Standing Reverse Curl",,"",2,"normal",30,8,,,
"JEFIT Workout 2024-02-04","4 Feb 2024, 01:00","4 Feb 2024, 02:00","","Cable Standing Reverse Curl",,"",3,"normal",50,6,,,
"JEFIT Workout 2024-02-04","4 Feb 2024, 01:00","4 Feb 2024, 02:00","","Cable Standing Reverse Curl",,"",4,"normal",30,8,,,
"JEFIT Workout 2024-02-04","4 Feb 2024, 01:00","4 Feb 2024, 02:00","","Cable Standing Reverse Curl",,"",5,"normal",50,6,,,
"JEFIT Workout 2024-02-04","4 Feb 2024, 01:00","4 Feb 2024, 02:00","","Bench Press (Dumbbell)",,"",0,"normal",20,8,,,
"JEFIT Workout 2024-02-04","4 Feb 2024, 01:00","4 Feb 2024, 02:00","","Bench Press (Dumbbell)",,"",1,"normal",30,6,,,
"JEFIT Workout 2024-02-04","4 Feb 2024, 01:00","4 Feb 2024, 02:00","","Bench Press (Dumbbell)",,"",2,"normal",20,8,,,
"JEFIT Workout 2024-02-04","4 Feb 2024, 01:00","4 Feb 2024, 02:00","","Bench Press (Dumbbell)",,"",3,"normal",30,5,,,
"JEFIT Workout 2024-02-04","4 Feb 2024, 01:00","4 Feb 2024, 02:00","","Bench Press (Dumbbell)",,"",4,"normal",20,8,,,
"JEFIT Workout 2024-02-04","4 Feb 2024, 01:00","4 Feb 2024, 02:00","","Bench Press (Dumbbell)",,"",5,"normal",30,4,,,
"JEFIT Workout 2024-02-04","4 Feb 2024, 01:00","4 Feb 2024, 02:00","","Dumbbell Incline Bench Press",,"",0,"normal",17.5,8,,,
"JEFIT Workout 2024-02-04","4 Feb 2024, 01:00","4 Feb 2024, 02:00","","Dumbbell Incline Bench Press",,"",1,"normal",17.5,8,,,
"JEFIT Workout 2024-02-04","4 Feb 2024, 01:00","4 Feb 2024, 02:00","","Dumbbell Incline Bench Press",,"",2,"normal",17.5,8,,,
"JEFIT Workout 2024-02-04","4 Feb 2024, 01:00","4 Feb 2024, 02:00","","Dumbbell Seated Shoulder Press",,"",0,"normal",17.5,8,,,
"JEFIT Workout 2024-02-04","4 Feb 2024, 01:00","4 Feb 2024, 02:00","","Dumbbell Seated Shoulder Press",,"",1,"normal",17.5,8,,,
"JEFIT Workout 2024-02-04","4 Feb 2024, 01:00","4 Feb 2024, 02:00","","Dumbbell Seated Shoulder Press",,"",2,"normal",17.5,8,,,
"JEFIT Workout 2024-02-04","4 Feb 2024, 01:00","4 Feb 2024, 02:00","","Shoulder Press (Dumbbell)",,"",0,"normal",15,10,,,
"JEFIT Workout 2024-02-04","4 Feb 2024, 01:00","4 Feb 2024, 02:00","","Shoulder Press (Dumbbell)",,"",1,"normal",15,10,,,
"JEFIT Workout 2024-02-04","4 Feb 2024, 01:00","4 Feb 2024, 02:00","","Shoulder Press (Dumbbell)",,"",2,"normal",15,10,,,
"JEFIT Workout 2024-02-04","4 Feb 2024, 01:00","4 Feb 2024, 02:00","","Glute Kickback ",,"",0,"normal",,15,,,
"JEFIT Workout 2024-02-04","4 Feb 2024, 01:00","4 Feb 2024, 02:00","","Glute Kickback ",,"",1,"normal",,15,,,
"JEFIT Workout 2024-02-04","4 Feb 2024, 01:00","4 Feb 2024, 02:00","","Glute Kickback ",,"",2,"normal",,15,,,
"JEFIT Workout 2024-02-04","4 Feb 2024, 01:00","4 Feb 2024, 02:00","","Knee Hip Raise On Parallel Bars",,"",0,"normal",,15,,,
"JEFIT Workout 2024-02-04","4 Feb 2024, 01:00","4 Feb 2024, 02:00","","Knee Hip Raise On Parallel Bars",,"",1,"normal",,15,,,
"JEFIT Workout 2024-02-04","4 Feb 2024, 01:00","4 Feb 2024, 02:00","","Knee Hip Raise On Parallel Bars",,"",2,"normal",,15,,,
"JEFIT Workout 2024-02-04","4 Feb 2024, 01:00","4 Feb 2024, 02:00","","Wide Grip Lat Pulldown",,"",0,"normal",50,8,,,
"JEFIT Workout 2024-02-04","4 Feb 2024, 01:00","4 Feb 2024, 02:00","","Wide Grip Lat Pulldown",,"",1,"normal",50,8,,,
"JEFIT Workout 2024-02-04","4 Feb 2024, 01:00","4 Feb 2024, 02:00","","Wide Grip Lat Pulldown",,"",2,"normal",50,8,,,
"JEFIT Workout 2024-01-31","31 Jan 2024, 01:00","31 Jan 2024, 02:00","","Barbell Deadlift",,"",0,"normal",60,6,,,
"JEFIT Workout 2024-01-31","31 Jan 2024, 01:00","31 Jan 2024, 02:00","","Barbell Deadlift",,"",1,"normal",40,6,,,
"JEFIT Workout 2024-01-31","31 Jan 2024, 01:00","31 Jan 2024, 02:00","","Barbell Deadlift",,"",2,"normal",60,6,,,
"JEFIT Workout 2024-01-31","31 Jan 2024, 01:00","31 Jan 2024, 02:00","","Barbell Deadlift",,"",3,"normal",40,6,,,
"JEFIT Workout 2024-01-31","31 Jan 2024, 01:00","31 Jan 2024, 02:00","","Barbell Deadlift",,"",4,"normal",60,6,,,
"JEFIT Workout 2024-01-31","31 Jan 2024, 01:00","31 Jan 2024, 02:00","","Barbell Deadlift",,"",5,"normal",40,6,,,
"JEFIT Workout 2024-01-31","31 Jan 2024, 01:00","31 Jan 2024, 02:00","","Barbell Squat",,"",0,"normal",60,6,,,
"JEFIT Workout 2024-01-31","31 Jan 2024, 01:00","31 Jan 2024, 02:00","","Barbell Squat",,"",1,"normal",40,5,,,
"JEFIT Workout 2024-01-31","31 Jan 2024, 01:00","31 Jan 2024, 02:00","","Barbell Squat",,"",2,"normal",60,6,,,
"JEFIT Workout 2024-01-31","31 Jan 2024, 01:00","31 Jan 2024, 02:00","","Barbell Squat",,"",3,"normal",40,5,,,
"JEFIT Workout 2024-01-31","31 Jan 2024, 01:00","31 Jan 2024, 02:00","","Barbell Squat",,"",4,"normal",60,6,,,
"JEFIT Workout 2024-01-31","31 Jan 2024, 01:00","31 Jan 2024, 02:00","","Barbell Squat",,"",5,"normal",40,5,,,
"JEFIT Workout 2024-01-31","31 Jan 2024, 01:00","31 Jan 2024, 02:00","","Cable Bicep Curl",,"",0,"normal",43,6,,,
"JEFIT Workout 2024-01-31","31 Jan 2024, 01:00","31 Jan 2024, 02:00","","Cable Bicep Curl",,"",1,"normal",43,6,,,
"JEFIT Workout 2024-01-31","31 Jan 2024, 01:00","31 Jan 2024, 02:00","","Cable Bicep Curl",,"",2,"normal",43,5,,,
"JEFIT Workout 2024-01-31","31 Jan 2024, 01:00","31 Jan 2024, 02:00","","Cable Lat Pulldown (Wide Grip)",,"",0,"normal",36,12,,,
"JEFIT Workout 2024-01-31","31 Jan 2024, 01:00","31 Jan 2024, 02:00","","Cable Lat Pulldown (Wide Grip)",,"",1,"normal",50,6,,,
"JEFIT Workout 2024-01-31","31 Jan 2024, 01:00","31 Jan 2024, 02:00","","Cable Lat Pulldown (Wide Grip)",,"",2,"normal",50,6,,,
"JEFIT Workout 2024-01-31","31 Jan 2024, 01:00","31 Jan 2024, 02:00","","Cable Seated Row",,"",0,"normal",36,10,,,
"JEFIT Workout 2024-01-31","31 Jan 2024, 01:00","31 Jan 2024, 02:00","","Cable Seated Row",,"",1,"normal",43,8,,,
"JEFIT Workout 2024-01-31","31 Jan 2024, 01:00","31 Jan 2024, 02:00","","Cable Seated Row",,"",2,"normal",36,10,,,
"JEFIT Workout 2024-01-31","31 Jan 2024, 01:00","31 Jan 2024, 02:00","","Cable Seated Row",,"",3,"normal",43,8,,,
"JEFIT Workout 2024-01-31","31 Jan 2024, 01:00","31 Jan 2024, 02:00","","Cable Seated Row",,"",4,"normal",36,10,,,
"JEFIT Workout 2024-01-31","31 Jan 2024, 01:00","31 Jan 2024, 02:00","","Cable Seated Row",,"",5,"normal",43,8,,,
"JEFIT Workout 2024-01-31","31 Jan 2024, 01:00","31 Jan 2024, 02:00","","Cable Standing Biceps Curl",,"",0,"normal",30,8,,,
"JEFIT Workout 2024-01-31","31 Jan 2024, 01:00","31 Jan 2024, 02:00","","Cable Standing Biceps Curl",,"",1,"normal",30,8,,,
"JEFIT Workout 2024-01-31","31 Jan 2024, 01:00","31 Jan 2024, 02:00","","Cable Standing Biceps Curl",,"",2,"normal",30,8,,,
"JEFIT Workout 2024-01-31","31 Jan 2024, 01:00","31 Jan 2024, 02:00","","Cable Standing Reverse Curl",,"",0,"normal",30,10,,,
"JEFIT Workout 2024-01-31","31 Jan 2024, 01:00","31 Jan 2024, 02:00","","Cable Standing Reverse Curl",,"",1,"normal",30,12,,,
"JEFIT Workout 2024-01-31","31 Jan 2024, 01:00","31 Jan 2024, 02:00","","Cable Standing Reverse Curl",,"",2,"normal",30,10,,,
"JEFIT Workout 2024-01-31","31 Jan 2024, 01:00","31 Jan 2024, 02:00","","Cable Standing Reverse Curl",,"",3,"normal",43,8,,,
"JEFIT Workout 2024-01-31","31 Jan 2024, 01:00","31 Jan 2024, 02:00","","Cable Standing Reverse Curl",,"",4,"normal",30,10,,,
"JEFIT Workout 2024-01-31","31 Jan 2024, 01:00","31 Jan 2024, 02:00","","Cable Standing Reverse Curl",,"",5,"normal",43,8,,,
"JEFIT Workout 2024-01-31","31 Jan 2024, 01:00","31 Jan 2024, 02:00","","Bench Press (Dumbbell)",,"",0,"normal",17.5,8,,,
"JEFIT Workout 2024-01-31","31 Jan 2024, 01:00","31 Jan 2024, 02:00","","Bench Press (Dumbbell)",,"",1,"normal",15,20,,,
"JEFIT Workout 2024-01-31","31 Jan 2024, 01:00","31 Jan 2024, 02:00","","Bench Press (Dumbbell)",,"",2,"normal",17.5,8,,,
"JEFIT Workout 2024-01-31","31 Jan 2024, 01:00","31 Jan 2024, 02:00","","Bench Press (Dumbbell)",,"",3,"normal",17.5,12,,,
"JEFIT Workout 2024-01-31","31 Jan 2024, 01:00","31 Jan 2024, 02:00","","Bench Press (Dumbbell)",,"",4,"normal",17.5,8,,,
"JEFIT Workout 2024-01-31","31 Jan 2024, 01:00","31 Jan 2024, 02:00","","Bench Press (Dumbbell)",,"",5,"normal",25,8,,,
"JEFIT Workout 2024-01-31","31 Jan 2024, 01:00","31 Jan 2024, 02:00","","Bench Press (Dumbbell)",,"",6,"normal",25,8,,,
"JEFIT Workout 2024-01-31","31 Jan 2024, 01:00","31 Jan 2024, 02:00","","Dumbbell Incline Bench Press",,"",0,"normal",15,8,,,
"JEFIT Workout 2024-01-31","31 Jan 2024, 01:00","31 Jan 2024, 02:00","","Dumbbell Incline Bench Press",,"",1,"normal",15,8,,,
"JEFIT Workout 2024-01-31","31 Jan 2024, 01:00","31 Jan 2024, 02:00","","Dumbbell Incline Bench Press",,"",2,"normal",15,8,,,
"JEFIT Workout 2024-01-31","31 Jan 2024, 01:00","31 Jan 2024, 02:00","","Dumbbell Seated Shoulder Press",,"",0,"normal",12.5,8,,,
"JEFIT Workout 2024-01-31","31 Jan 2024, 01:00","31 Jan 2024, 02:00","","Dumbbell Seated Shoulder Press",,"",1,"normal",15,8,,,
"JEFIT Workout 2024-01-31","31 Jan 2024, 01:00","31 Jan 2024, 02:00","","Dumbbell Seated Shoulder Press",,"",2,"normal",15,8,,,
"JEFIT Workout 2024-01-31","31 Jan 2024, 01:00","31 Jan 2024, 02:00","","Shoulder Press (Dumbbell)",,"",0,"normal",12.5,10,,,
"JEFIT Workout 2024-01-31","31 Jan 2024, 01:00","31 Jan 2024, 02:00","","Shoulder Press (Dumbbell)",,"",1,"normal",12.5,8,,,
"JEFIT Workout 2024-01-31","31 Jan 2024, 01:00","31 Jan 2024, 02:00","","Shoulder Press (Dumbbell)",,"",2,"normal",12.5,8,,,
"JEFIT Workout 2024-01-31","31 Jan 2024, 01:00","31 Jan 2024, 02:00","","Glute Kickback ",,"",0,"normal",,10,,,
"JEFIT Workout 2024-01-31","31 Jan 2024, 01:00","31 Jan 2024, 02:00","","Glute Kickback ",,"",1,"normal",,10,,,
"JEFIT Workout 2024-01-31","31 Jan 2024, 01:00","31 Jan 2024, 02:00","","Glute Kickback ",,"",2,"normal",,10,,,
"JEFIT Workout 2024-01-31","31 Jan 2024, 01:00","31 Jan 2024, 02:00","","Knee Hip Raise On Parallel Bars",,"",0,"normal",,15,,,
"JEFIT Workout 2024-01-31","31 Jan 2024, 01:00","31 Jan 2024, 02:00","","Knee Hip Raise On Parallel Bars",,"",1,"normal",,15,,,
"JEFIT Workout 2024-01-31","31 Jan 2024, 01:00","31 Jan 2024, 02:00","","Knee Hip Raise On Parallel Bars",,"",2,"normal",,15,,,
"JEFIT Workout 2024-01-31","31 Jan 2024, 01:00","31 Jan 2024, 02:00","","Wide Grip Lat Pulldown",,"",0,"normal",36,10,,,
"JEFIT Workout 2024-01-31","31 Jan 2024, 01:00","31 Jan 2024, 02:00","","Wide Grip Lat Pulldown",,"",1,"normal",36,10,,,
"JEFIT Workout 2024-01-31","31 Jan 2024, 01:00","31 Jan 2024, 02:00","","Wide Grip Lat Pulldown",,"",2,"normal",36,10,,,
"JEFIT Workout 2023-11-16","16 Nov 2023, 01:00","16 Nov 2023, 02:00","","Barbell Deadlift",,"",0,"normal",40,6,,,
"JEFIT Workout 2023-11-16","16 Nov 2023, 01:00","16 Nov 2023, 02:00","","Barbell Deadlift",,"",1,"normal",40,10,,,
"JEFIT Workout 2023-11-16","16 Nov 2023, 01:00","16 Nov 2023, 02:00","","Barbell Deadlift",,"",2,"normal",40,6,,,
"JEFIT Workout 2023-11-16","16 Nov 2023, 01:00","16 Nov 2023, 02:00","","Barbell Deadlift",,"",3,"normal",70,7,,,
"JEFIT Workout 2023-11-16","16 Nov 2023, 01:00","16 Nov 2023, 02:00","","Barbell Deadlift",,"",4,"normal",40,6,,,
"JEFIT Workout 2023-11-16","16 Nov 2023, 01:00","16 Nov 2023, 02:00","","Barbell Deadlift",,"",5,"normal",70,7,,,
"JEFIT Workout 2023-11-16","16 Nov 2023, 01:00","16 Nov 2023, 02:00","","Barbell Deadlift",,"",6,"normal",70,5,,,
"JEFIT Workout 2023-11-16","16 Nov 2023, 01:00","16 Nov 2023, 02:00","","Barbell Squat",,"",0,"normal",40,15,,,
"JEFIT Workout 2023-11-16","16 Nov 2023, 01:00","16 Nov 2023, 02:00","","Barbell Squat",,"",1,"normal",80,6,,,
"JEFIT Workout 2023-11-16","16 Nov 2023, 01:00","16 Nov 2023, 02:00","","Barbell Squat",,"",2,"normal",40,10,,,
"JEFIT Workout 2023-11-16","16 Nov 2023, 01:00","16 Nov 2023, 02:00","","Barbell Squat",,"",3,"normal",80,5,,,
"JEFIT Workout 2023-11-16","16 Nov 2023, 01:00","16 Nov 2023, 02:00","","Barbell Squat",,"",4,"normal",40,10,,,
"JEFIT Workout 2023-11-16","16 Nov 2023, 01:00","16 Nov 2023, 02:00","","Barbell Squat",,"",5,"normal",80,4,,,
"JEFIT Workout 2023-11-16","16 Nov 2023, 01:00","16 Nov 2023, 02:00","","Cable Bicep Curl",,"",0,"normal",50,6,,,
"JEFIT Workout 2023-11-16","16 Nov 2023, 01:00","16 Nov 2023, 02:00","","Cable Bicep Curl",,"",1,"normal",50,6,,,
"JEFIT Workout 2023-11-16","16 Nov 2023, 01:00","16 Nov 2023, 02:00","","Cable Bicep Curl",,"",2,"normal",50,6,,,
"JEFIT Workout 2023-11-16","16 Nov 2023, 01:00","16 Nov 2023, 02:00","","Cable Lat Pulldown (Wide Grip)",,"",0,"normal",64,6,,,
"JEFIT Workout 2023-11-16","16 Nov 2023, 01:00","16 Nov 2023, 02:00","","Cable Lat Pulldown (Wide Grip)",,"",1,"normal",64,6,,,
"JEFIT Workout 2023-11-16","16 Nov 2023, 01:00","16 Nov 2023, 02:00","","Cable Lat Pulldown (Wide Grip)",,"",2,"normal",64,6,,,
"JEFIT Workout 2023-11-16","16 Nov 2023, 01:00","16 Nov 2023, 02:00","","Cable Seated Row",,"",0,"normal",30,15,,,
"JEFIT Workout 2023-11-16","16 Nov 2023, 01:00","16 Nov 2023, 02:00","","Cable Seated Row",,"",1,"normal",64,7,,,
"JEFIT Workout 2023-11-16","16 Nov 2023, 01:00","16 Nov 2023, 02:00","","Cable Seated Row",,"",2,"normal",30,15,,,
"JEFIT Workout 2023-11-16","16 Nov 2023, 01:00","16 Nov 2023, 02:00","","Cable Seated Row",,"",3,"normal",64,7,,,
"JEFIT Workout 2023-11-16","16 Nov 2023, 01:00","16 Nov 2023, 02:00","","Cable Seated Row",,"",4,"normal",30,15,,,
"JEFIT Workout 2023-11-16","16 Nov 2023, 01:00","16 Nov 2023, 02:00","","Cable Seated Row",,"",5,"normal",64,7,,,
"JEFIT Workout 2023-11-16","16 Nov 2023, 01:00","16 Nov 2023, 02:00","","Cable Standing Biceps Curl",,"",0,"normal",18,15,,,
"JEFIT Workout 2023-11-16","16 Nov 2023, 01:00","16 Nov 2023, 02:00","","Cable Standing Biceps Curl",,"",1,"normal",18,15,,,
"JEFIT Workout 2023-11-16","16 Nov 2023, 01:00","16 Nov 2023, 02:00","","Cable Standing Biceps Curl",,"",2,"normal",18,15,,,
"JEFIT Workout 2023-11-16","16 Nov 2023, 01:00","16 Nov 2023, 02:00","","Cable Standing Reverse Curl",,"",0,"normal",18,20,,,
"JEFIT Workout 2023-11-16","16 Nov 2023, 01:00","16 Nov 2023, 02:00","","Cable Standing Reverse Curl",,"",1,"normal",23,20,,,
"JEFIT Workout 2023-11-16","16 Nov 2023, 01:00","16 Nov 2023, 02:00","","Cable Standing Reverse Curl",,"",2,"normal",30,15,,,
"JEFIT Workout 2023-11-16","16 Nov 2023, 01:00","16 Nov 2023, 02:00","","Cable Tricep Pushdown (V-Bar)",,"",0,"normal",57,8,,,
"JEFIT Workout 2023-11-16","16 Nov 2023, 01:00","16 Nov 2023, 02:00","","Cable Tricep Pushdown (V-Bar)",,"",1,"normal",57,8,,,
"JEFIT Workout 2023-11-16","16 Nov 2023, 01:00","16 Nov 2023, 02:00","","Cable Tricep Pushdown (V-Bar)",,"",2,"normal",57,6,,,
"JEFIT Workout 2023-11-16","16 Nov 2023, 01:00","16 Nov 2023, 02:00","","Bench Press (Dumbbell)",,"",0,"normal",15,15,,,
"JEFIT Workout 2023-11-16","16 Nov 2023, 01:00","16 Nov 2023, 02:00","","Bench Press (Dumbbell)",,"",1,"normal",30,7,,,
"JEFIT Workout 2023-11-16","16 Nov 2023, 01:00","16 Nov 2023, 02:00","","Bench Press (Dumbbell)",,"",2,"normal",15,15,,,
"JEFIT Workout 2023-11-16","16 Nov 2023, 01:00","16 Nov 2023, 02:00","","Bench Press (Dumbbell)",,"",3,"normal",30,7,,,
"JEFIT Workout 2023-11-16","16 Nov 2023, 01:00","16 Nov 2023, 02:00","","Bench Press (Dumbbell)",,"",4,"normal",15,15,,,
"JEFIT Workout 2023-11-16","16 Nov 2023, 01:00","16 Nov 2023, 02:00","","Bench Press (Dumbbell)",,"",5,"normal",30,6,,,
"JEFIT Workout 2023-11-16","16 Nov 2023, 01:00","16 Nov 2023, 02:00","","Dumbbell Incline Bench Press",,"",0,"normal",12.5,15,,,
"JEFIT Workout 2023-11-16","16 Nov 2023, 01:00","16 Nov 2023, 02:00","","Dumbbell Incline Bench Press",,"",1,"normal",12.5,15,,,
"JEFIT Workout 2023-11-16","16 Nov 2023, 01:00","16 Nov 2023, 02:00","","Dumbbell Incline Bench Press",,"",2,"normal",12.5,15,,,
"JEFIT Workout 2023-11-16","16 Nov 2023, 01:00","16 Nov 2023, 02:00","","Dumbbell Seated Shoulder Press",,"",0,"normal",22.5,8,,,
"JEFIT Workout 2023-11-16","16 Nov 2023, 01:00","16 Nov 2023, 02:00","","Dumbbell Seated Shoulder Press",,"",1,"normal",22.5,8,,,
"JEFIT Workout 2023-11-16","16 Nov 2023, 01:00","16 Nov 2023, 02:00","","Dumbbell Seated Shoulder Press",,"",2,"normal",22.5,8,,,
"JEFIT Workout 2023-11-16","16 Nov 2023, 01:00","16 Nov 2023, 02:00","","Shoulder Press (Dumbbell)",,"",0,"normal",10,15,,,
"JEFIT Workout 2023-11-16","16 Nov 2023, 01:00","16 Nov 2023, 02:00","","Shoulder Press (Dumbbell)",,"",1,"normal",10,10,,,
"JEFIT Workout 2023-11-16","16 Nov 2023, 01:00","16 Nov 2023, 02:00","","Shoulder Press (Dumbbell)",,"",2,"normal",10,10,,,
"JEFIT Workout 2023-11-16","16 Nov 2023, 01:00","16 Nov 2023, 02:00","","Glute Kickback ",,"",0,"normal",,10,,,
"JEFIT Workout 2023-11-16","16 Nov 2023, 01:00","16 Nov 2023, 02:00","","Glute Kickback ",,"",1,"normal",,10,,,
"JEFIT Workout 2023-11-16","16 Nov 2023, 01:00","16 Nov 2023, 02:00","","Glute Kickback ",,"",2,"normal",,10,,,
"JEFIT Workout 2023-11-16","16 Nov 2023, 01:00","16 Nov 2023, 02:00","","Knee Hip Raise On Parallel Bars",,"",0,"normal",,5,,,
"JEFIT Workout 2023-11-16","16 Nov 2023, 01:00","16 Nov 2023, 02:00","","Knee Hip Raise On Parallel Bars",,"",1,"normal",,5,,,
"JEFIT Workout 2023-11-16","16 Nov 2023, 01:00","16 Nov 2023, 02:00","","Knee Hip Raise On Parallel Bars",,"",2,"normal",,5,,,
"JEFIT Workout 2023-11-16","16 Nov 2023, 01:00","16 Nov 2023, 02:00","","Wide Grip Lat Pulldown",,"",0,"normal",30,15,,,
"JEFIT Workout 2023-11-16","16 Nov 2023, 01:00","16 Nov 2023, 02:00","","Wide Grip Lat Pulldown",,"",1,"normal",30,15,,,
"JEFIT Workout 2023-11-16","16 Nov 2023, 01:00","16 Nov 2023, 02:00","","Wide Grip Lat Pulldown",,"",2,"normal",30,15,,,
"JEFIT Workout 2023-11-13","13 Nov 2023, 01:00","13 Nov 2023, 02:00","","Barbell Deadlift",,"",0,"normal",70,5,,,
"JEFIT Workout 2023-11-13","13 Nov 2023, 01:00","13 Nov 2023, 02:00","","Barbell Deadlift",,"",1,"normal",70,5,,,
"JEFIT Workout 2023-11-13","13 Nov 2023, 01:00","13 Nov 2023, 02:00","","Barbell Deadlift",,"",2,"normal",70,5,,,
"JEFIT Workout 2023-11-13","13 Nov 2023, 01:00","13 Nov 2023, 02:00","","Barbell Squat",,"",0,"normal",80,5,,,
"JEFIT Workout 2023-11-13","13 Nov 2023, 01:00","13 Nov 2023, 02:00","","Barbell Squat",,"",1,"normal",80,5,,,
"JEFIT Workout 2023-11-13","13 Nov 2023, 01:00","13 Nov 2023, 02:00","","Barbell Squat",,"",2,"normal",80,5,,,
"JEFIT Workout 2023-11-13","13 Nov 2023, 01:00","13 Nov 2023, 02:00","","Cable Bicep Curl",,"",0,"normal",50,6,,,
"JEFIT Workout 2023-11-13","13 Nov 2023, 01:00","13 Nov 2023, 02:00","","Cable Bicep Curl",,"",1,"normal",50,6,,,
"JEFIT Workout 2023-11-13","13 Nov 2023, 01:00","13 Nov 2023, 02:00","","Cable Bicep Curl",,"",2,"normal",50,6,,,
"JEFIT Workout 2023-11-13","13 Nov 2023, 01:00","13 Nov 2023, 02:00","","Cable Lat Pulldown (Wide Grip)",,"",0,"normal",64,6,,,
"JEFIT Workout 2023-11-13","13 Nov 2023, 01:00","13 Nov 2023, 02:00","","Cable Lat Pulldown (Wide Grip)",,"",1,"normal",64,6,,,
"JEFIT Workout 2023-11-13","13 Nov 2023, 01:00","13 Nov 2023, 02:00","","Cable Lat Pulldown (Wide Grip)",,"",2,"normal",64,6,,,
"JEFIT Workout 2023-11-13","13 Nov 2023, 01:00","13 Nov 2023, 02:00","","Cable Seated Row",,"",0,"normal",64,7,,,
"JEFIT Workout 2023-11-13","13 Nov 2023, 01:00","13 Nov 2023, 02:00","","Cable Seated Row",,"",1,"normal",64,7,,,
"JEFIT Workout 2023-11-13","13 Nov 2023, 01:00","13 Nov 2023, 02:00","","Cable Seated Row",,"",2,"normal",64,6,,,
"JEFIT Workout 2023-11-13","13 Nov 2023, 01:00","13 Nov 2023, 02:00","","Cable Tricep Pushdown (V-Bar)",,"",0,"normal",57,7,,,
"JEFIT Workout 2023-11-13","13 Nov 2023, 01:00","13 Nov 2023, 02:00","","Cable Tricep Pushdown (V-Bar)",,"",1,"normal",57,6,,,
"JEFIT Workout 2023-11-13","13 Nov 2023, 01:00","13 Nov 2023, 02:00","","Cable Tricep Pushdown (V-Bar)",,"",2,"normal",57,5,,,
"JEFIT Workout 2023-11-13","13 Nov 2023, 01:00","13 Nov 2023, 02:00","","Bench Press (Dumbbell)",,"",0,"normal",30,6,,,
"JEFIT Workout 2023-11-13","13 Nov 2023, 01:00","13 Nov 2023, 02:00","","Bench Press (Dumbbell)",,"",1,"normal",30,6,,,
