timestamp,deep sleep stats - milli breaths per minute,deep sleep stats - standard deviation milli breaths per minute,deep sleep stats - signal to noise,light sleep stats - milli breaths per minute,light sleep stats - standard deviation milli breaths per minute,light sleep stats - signal to noise,rem sleep stats - milli breaths per minute,rem sleep stats - standard deviation milli breaths per minute,rem sleep stats - signal to noise,full sleep stats - milli breaths per minute,full sleep stats - standard deviation milli breaths per minute,full sleep stats - signal to noise,data source
2023-08-01T13:41:30Z,20.0,1.0,7.184,-1.0,0.0,2.217,-1.0,0.0,2.325,20.0,1.0,7.184,Fitbit App
2023-08-02T13:29:30Z,20.4,1.6,7.938,18.6,1.8,13.622,22.2,0.4,2.636,20.4,1.6,7.938,Fitbit App
2023-08-03T15:03:30Z,18.4,1.2,6.262,18.6,1.8,8.748,11.2,1.6,4.895,18.4,1.2,6.262,Fitbit App
2023-08-04T14:13:30Z,19.4,1.0,7.554,18.6,1.5,7.041,-1.0,0.0,2.243,19.4,1.0,7.554,Fitbit App
2023-08-05T14:58:30Z,19.2,0.9,4.14,19.2,1.9,4.841,9.6,0.9,2.622,19.2,0.9,4.14,Fitbit App
2023-08-06T14:50:00Z,19.2,1.2,8.015,18.8,2.4,8.575,9.4,0.5,3.701,19.2,1.2,8.015,Fitbit App
2023-08-07T14:23:00Z,-1.0,0.0,1.937,19.0,1.4,12.236,19.6,0.5,3.662,19.0,1.4,12.236,Fitbit App
2023-08-08T14:59:30Z,18.6,1.1,3.974,18.8,2.3,12.125,-1.0,0.0,2.418,18.8,2.3,12.125,Fitbit App
2023-08-09T14:58:30Z,18.6,0.5,4.726,18.6,1.8,12.346,-1.0,0.0,2.187,18.6,0.5,4.726,Fitbit App
2023-08-10T13:39:00Z,18.4,1.5,10.868,17.4,2.1,9.552,-1.0,0.0,2.191,18.4,1.5,10.868,Fitbit App
2023-08-11T09:38:00Z,18.4,0.6,4.824,18.6,2.1,7.577,-1.0,0.0,1.748,18.4,0.6,4.824,Fitbit App
2023-08-12T08:49:30Z,19.6,1.4,6.79,17.0,3.0,11.192,9.0,0.4,3.23,19.6,1.4,6.79,Fitbit App
2023-08-13T07:37:30Z,19.0,0.7,4.341,18.6,1.3,7.479,10.2,0.5,3.075,19.0,0.7,4.341,Fitbit App
2023-08-14T08:18:00Z,19.0,1.6,7.94,16.4,1.0,4.853,-1.0,0.0,1.804,19.0,1.6,7.94,Fitbit App
2023-08-15T08:35:30Z,19.2,1.2,6.669,-1.0,0.0,2.438,8.6,0.7,2.768,19.2,1.2,6.669,Fitbit App
2023-08-16T07:36:30Z,17.4,1.7,8.262,17.8,1.5,10.349,-1.0,0.0,1.921,17.4,1.7,8.262,Fitbit App
2023-08-17T07:25:00Z,18.4,1.1,5.018,17.8,1.2,7.162,-1.0,0.0,1.565,18.4,1.1,5.018,Fitbit App
2023-08-18T06:42:00Z,18.4,1.0,6.62,-1.0,0.0,2.397,-1.0,0.0,1.593,18.4,1.0,6.62,Fitbit App
2023-08-19T08:30:00Z,17.8,1.4,8.332,17.4,1.9,5.921,-1.0,0.0,1.954,17.8,1.4,8.332,Fitbit App
2023-08-20T08:12:30Z,17.0,0.9,8.581,17.2,1.7,7.476,-1.0,0.0,1.328,17.0,0.9,8.581,Fitbit App
2023-08-21T08:31:30Z,18.0,1.5,8.269,17.2,1.8,13.501,-1.0,0.0,2.302,18.0,1.5,8.269,Fitbit App
2023-08-22T08:03:30Z,18.8,1.2,6.8,18.2,2.9,10.68,-1.0,0.0,1.956,18.8,1.2,6.8,Fitbit App
2023-08-23T08:16:30Z,17.8,1.1,8.392,17.2,2.4,12.774,12.0,0.6,3.351,17.8,1.1,8.392,Fitbit App
2023-08-24T07:41:00Z,17.8,1.2,6.166,17.4,1.8,6.254,-1.0,0.0,1.352,17.8,1.2,6.166,Fitbit App
2023-08-25T07:06:00Z,18.2,2.1,11.823,18.4,1.7,10.657,29.8,0.1,3.065,18.2,2.1,11.823,Fitbit App
2023-08-26T05:49:30Z,18.2,0.8,4.828,18.8,1.6,8.659,-1.0,0.0,1.911,18.2,0.8,4.828,Fitbit App
2023-08-27T08:23:30Z,17.6,1.7,9.098,17.8,1.9,10.063,17.8,2.2,3.566,17.6,1.7,9.098,Fitbit App
2023-08-28T07:07:30Z,17.8,1.1,3.793,17.6,1.8,11.221,-1.0,0.0,1.521,17.6,1.8,11.221,Fitbit App
2023-08-29T07:45:30Z,18.2,0.6,3.846,18.2,1.2,7.671,-1.0,0.0,1.674,18.2,1.2,7.671,Fitbit App
2023-08-30T07:00:00Z,-1.0,0.0,2.477,17.8,1.5,6.376,-1.0,0.0,2.489,17.8,1.5,6.376,Fitbit App
2023-08-30T09:45:30Z,-1.0,0.0,2.486,17.0,2.7,8.323,-1.0,0.0,2.396,17.0,2.7,8.323,Fitbit App
2023-08-31T07:48:30Z,17.4,0.8,5.981,16.8,1.9,7.505,-1.0,0.0,2.09,17.4,0.8,5.981,Fitbit App
