timestamp,deep sleep stats - milli breaths per minute,deep sleep stats - standard deviation milli breaths per minute,deep sleep stats - signal to noise,light sleep stats - milli breaths per minute,light sleep stats - standard deviation milli breaths per minute,light sleep stats - signal to noise,rem sleep stats - milli breaths per minute,rem sleep stats - standard deviation milli breaths per minute,rem sleep stats - signal to noise,full sleep stats - milli breaths per minute,full sleep stats - standard deviation milli breaths per minute,full sleep stats - signal to noise,data source
2024-01-02T01:04:30Z,17.8,1.1,9.251,18.2,1.8,6.778,-1.0,0.0,2.002,17.8,1.1,9.251,Fitbit App
2024-01-02T12:17:30Z,18.4,1.9,9.097,18.2,1.9,9.226,-1.0,0.0,1.651,18.4,1.9,9.097,Fitbit App
2024-01-03T13:19:30Z,18.8,1.0,10.746,17.0,1.3,6.484,-1.0,0.0,1.237,18.8,1.0,10.746,Fitbit App
2024-01-05T07:52:30Z,17.6,1.2,9.105,17.2,2.0,10.612,-1.0,0.0,1.263,17.6,1.2,9.105,Fitbit App
2024-01-06T08:51:30Z,18.2,0.7,4.288,17.6,1.9,5.444,-1.0,0.0,1.445,18.2,0.7,4.288,Fitbit App
2024-01-07T07:53:00Z,-1.0,0.0,1.448,-1.0,0.0,1.933,-1.0,0.0,2.25,0.0,0.0,1.448,Fitbit App
2024-01-08T07:57:30Z,-1.0,0.0,1.945,-1.0,0.0,2.048,11.4,1.0,2.757,0.0,0.0,1.945,Fitbit App
2024-01-09T07:37:30Z,18.6,1.2,8.841,17.4,1.5,9.94,-1.0,0.0,2.01,18.6,1.2,8.841,Fitbit App
2024-01-10T06:58:00Z,19.0,1.6,6.947,19.0,2.2,9.827,-1.0,0.0,2.139,19.0,1.6,6.947,Fitbit App
2024-01-11T05:38:30Z,18.4,1.3,7.284,19.4,1.4,9.224,-1.0,0.0,1.718,18.4,1.3,7.284,Fitbit App
2024-01-12T08:09:30Z,20.2,1.3,7.427,20.6,1.7,8.562,22.0,0.7,3.68,20.2,1.3,7.427,Fitbit App
2024-01-12T19:00:00Z,20.6,1.3,6.174,25.0,0.6,2.947,-1.0,0.0,0.0,20.6,1.3,6.174,Fitbit App
2024-01-13T08:19:30Z,-1.0,0.0,1.519,-1.0,0.0,2.095,-1.0,0.0,1.807,0.0,0.0,1.519,Fitbit App
2024-01-14T08:56:30Z,19.2,1.2,6.195,-1.0,0.0,2.006,-1.0,0.0,1.996,19.2,1.2,6.195,Fitbit App
2024-01-15T08:44:30Z,18.2,1.5,12.032,18.4,2.1,15.517,-1.0,0.0,2.067,18.2,1.5,12.032,Fitbit App
2024-01-16T09:50:30Z,-1.0,0.0,1.657,18.6,1.9,7.475,-1.0,0.0,1.995,18.6,1.9,7.475,Fitbit App
2024-01-17T08:20:00Z,17.8,1.3,8.163,17.4,1.7,8.636,17.0,1.3,4.888,17.8,1.3,8.163,Fitbit App
2024-01-18T08:57:30Z,18.2,1.4,8.511,17.8,1.2,6.977,10.6,0.5,2.636,18.2,1.4,8.511,Fitbit App
2024-01-19T09:01:30Z,18.6,1.2,9.17,18.4,1.2,12.397,-1.0,0.0,1.714,18.6,1.2,9.17,Fitbit App
2024-01-20T07:41:30Z,18.4,1.2,8.442,18.0,1.7,8.956,-1.0,0.0,1.624,18.4,1.2,8.442,Fitbit App
2024-01-21T09:56:30Z,18.0,1.0,9.563,17.6,1.6,7.569,-1.0,0.0,1.137,18.0,1.0,9.563,Fitbit App
2024-01-22T09:24:30Z,17.8,1.0,8.956,18.0,1.3,10.115,22.4,0.5,2.731,17.8,1.0,8.956,Fitbit App
2024-01-23T09:09:00Z,18.2,1.0,5.433,17.6,2.0,8.938,-1.0,0.0,1.987,18.2,1.0,5.433,Fitbit App
2024-01-24T10:03:30Z,18.2,1.2,3.843,18.4,2.0,7.056,-1.0,0.0,1.288,18.4,2.0,7.056,Fitbit App
2024-01-25T09:38:00Z,18.2,1.6,7.085,17.6,1.8,7.342,-1.0,0.0,2.025,18.2,1.6,7.085,Fitbit App
2024-01-26T08:29:00Z,19.0,1.2,7.935,18.4,1.7,8.223,-1.0,0.0,2.395,19.0,1.2,7.935,Fitbit App
2024-01-27T10:11:00Z,18.8,1.1,4.991,17.8,1.3,8.269,-1.0,0.0,1.621,18.8,1.1,4.991,Fitbit App
2024-01-28T09:20:00Z,18.0,0.7,8.23,17.8,1.8,9.315,19.0,1.8,5.967,18.0,0.7,8.23,Fitbit App
