timestamp,deep sleep stats - milli breaths per minute,deep sleep stats - standard deviation milli breaths per minute,deep sleep stats - signal to noise,light sleep stats - milli breaths per minute,light sleep stats - standard deviation milli breaths per minute,light sleep stats - signal to noise,rem sleep stats - milli breaths per minute,rem sleep stats - standard deviation milli breaths per minute,rem sleep stats - signal to noise,full sleep stats - milli breaths per minute,full sleep stats - standard deviation milli breaths per minute,full sleep stats - signal to noise,data source
2023-01-02T13:14:00Z,17.6,1.0,6.763,17.4,1.7,5.195,-1.0,0.0,1.669,17.6,1.0,6.763,Fitbit App
2023-01-03T11:42:00Z,18.8,1.7,7.173,19.0,2.0,5.943,-1.0,0.0,2.176,18.8,1.7,7.173,Fitbit App
2023-01-04T09:24:30Z,18.0,1.4,13.321,18.0,1.8,10.804,-1.0,0.0,2.104,18.0,1.4,13.321,Fitbit App
2023-01-05T12:03:30Z,17.2,1.5,9.57,17.6,1.9,12.843,-1.0,0.0,1.973,17.2,1.5,9.57,Fitbit App
2023-01-05T20:04:30Z,18.0,1.3,6.088,17.4,1.6,5.207,-1.0,0.0,1.483,18.0,1.3,6.088,Fitbit App
2023-01-06T12:03:00Z,18.6,1.2,4.838,-1.0,0.0,2.425,-1.0,0.0,1.827,18.6,1.2,4.838,Fitbit App
2023-01-07T13:08:30Z,18.0,1.3,6.449,18.0,1.2,8.26,-1.0,0.0,2.224,18.0,1.3,6.449,Fitbit App
2023-01-08T14:10:00Z,17.4,1.6,9.158,17.8,2.0,7.83,-1.0,0.0,1.683,17.4,1.6,9.158,Fitbit App
2023-01-09T10:44:30Z,17.4,1.1,11.286,17.2,1.3,4.702,-1.0,0.0,1.752,17.4,1.1,11.286,Fitbit App
2023-01-09T22:59:00Z,16.4,0.8,6.289,16.6,1.4,8.467,15.0,0.6,3.4,16.4,0.8,6.289,Fitbit App
2023-01-10T08:02:30Z,17.6,1.3,5.007,17.6,1.7,8.973,-1.0,0.0,1.723,17.6,1.3,5.007,Fitbit App
2023-01-11T06:49:30Z,16.6,0.8,7.027,18.2,1.9,9.786,-1.0,0.0,2.045,16.6,0.8,7.027,Fitbit App
2023-01-12T07:30:00Z,-1.0,0.0,2.156,18.2,1.3,6.936,-1.0,0.0,2.105,18.2,1.3,6.936,Fitbit App
2023-01-12T10:23:00Z,19.2,1.2,4.88,-1.0,0.0,2.473,-1.0,0.0,2.246,19.2,1.2,4.88,Fitbit App
2023-01-13T04:39:30Z,19.0,1.0,5.922,18.0,1.6,6.43,-1.0,0.0,2.109,19.0,1.0,5.922,Fitbit App
2023-01-14T12:20:30Z,17.2,1.3,8.312,18.2,1.9,8.731,-1.0,0.0,1.527,17.2,1.3,8.312,Fitbit App
2023-01-15T09:16:00Z,18.4,0.8,6.873,18.2,1.5,11.5,-1.0,0.0,2.448,18.4,0.8,6.873,Fitbit App
2023-01-16T08:43:00Z,17.6,1.1,5.89,18.2,1.9,12.387,-1.0,0.0,2.244,17.6,1.1,5.89,Fitbit App
2023-01-17T08:03:00Z,17.4,0.9,5.742,18.0,1.1,7.316,-1.0,0.0,2.001,17.4,0.9,5.742,Fitbit App
2023-01-18T08:52:30Z,18.6,1.1,9.879,16.6,0.8,6.276,-1.0,0.0,2.247,18.6,1.1,9.879,Fitbit App
2023-01-19T08:06:30Z,17.6,1.1,7.991,17.8,1.7,10.997,-1.0,0.0,1.773,17.6,1.1,7.991,Fitbit App
2023-01-20T07:33:00Z,17.6,1.3,4.319,18.0,1.6,7.868,-1.0,0.0,1.879,17.6,1.3,4.319,Fitbit App
2023-01-21T08:12:30Z,19.6,1.4,7.19,-1.0,0.0,2.385,-1.0,0.0,1.965,19.6,1.4,7.19,Fitbit App
2023-01-22T09:04:00Z,17.6,1.5,9.05,18.0,1.9,10.08,-1.0,0.0,2.412,17.6,1.5,9.05,Fitbit App
2023-01-23T07:56:00Z,17.8,1.7,8.831,18.6,1.4,10.86,-1.0,0.0,1.905,17.8,1.7,8.831,Fitbit App
2023-01-24T07:22:30Z,18.2,1.5,8.668,18.4,1.5,9.314,-1.0,0.0,2.069,18.2,1.5,8.668,Fitbit App
2023-01-25T07:56:30Z,17.6,1.0,8.139,17.6,1.7,10.679,-1.0,0.0,2.414,17.6,1.0,8.139,Fitbit App
2023-01-26T07:50:30Z,17.4,0.9,7.885,18.0,1.5,8.596,-1.0,0.0,1.377,17.4,0.9,7.885,Fitbit App
2023-01-27T07:37:00Z,17.8,1.2,8.951,-1.0,0.0,1.759,-1.0,0.0,1.941,17.8,1.2,8.951,Fitbit App
2023-01-28T09:03:00Z,17.4,0.8,6.097,-1.0,0.0,2.117,-1.0,0.0,1.387,17.4,0.8,6.097,Fitbit App
2023-01-29T10:11:30Z,17.2,1.1,6.84,16.8,1.7,5.495,-1.0,0.0,1.647,17.2,1.1,6.84,Fitbit App
2023-01-30T08:23:30Z,18.0,1.2,7.555,17.4,1.8,9.347,-1.0,0.0,1.956,18.0,1.2,7.555,Fitbit App
2023-01-31T07:55:00Z,17.0,1.5,8.681,16.6,1.8,8.824,-1.0,0.0,2.273,17.0,1.5,8.681,Fitbit App
